No,Key,Summary_Description,label,indicator
648,KAFKA-14539,"Simplify StreamsMetadataState by replacing the Cluster metadata with partition info map - We can clean up the StreamsMetadataState class a bit by removing the #onChange invocation that currently occurs within StreamsPartitionAssignor#assign, which then lets us remove the `Cluster` parameter in that callback. Instead of building a fake Cluster object from the map of partition info when we invoke #onChange inside the StreamsPartitionAssignor#onAssignment method, we can just directly pass in the `Map<TopicPartition, PartitionInfo>` and replace the usage of `Cluster` everywhere in StreamsMetadataState (I believe the current system is a historical artifact from when we used to require passing in a {{Cluster}} for the default partitioning strategy, which the StreamMetadataState needs to compute the partition for a key. At some point in the past we provided a better way to get the default partition, so we no longer need a {{Cluster}} parameter/field at all)",ATD,viomod
649,KAFKA-9649,"Remove/Warn on use of TimeWindowedSerde with no specified window size - The API of the [{{TimeWindowedSerde}}|https://github.com/apache/kafka/blob/trunk/streams/src/main/java/org/apache/kafka/streams/kstream/WindowedSerdes.java] promotes its construction without specifying a window size:
{noformat}
public TimeWindowedSerde(final Serde<T> inner)
{noformat}
While code using this constructor looks absolutely clean, it leads to fatal errors at runtime, which turned out to be very hard to discover.

The reason for these error can be found in the construction of the [{{TimeWindowedDeserializer}}|https://github.com/apache/kafka/blob/trunk/streams/src/main/java/org/apache/kafka/streams/kstream/TimeWindowedDeserializer.java], which is created via:
{noformat}
// TODO: fix this part as last bits of KAFKA-4468
public TimeWindowedDeserializer(final Deserializer<T> inner) {
 this(inner, Long.MAX_VALUE);
}
{noformat}
The TODO comment suggests that this issue is (or at least was) already known.

We suggest to either remove the {{TimeWindowedSerde(final Serde<T> inner)}} constructor or at least to warn when using it (if required for backwards compatiblity). The ideal solution of course would be to get the window size from some externally provided context. However, I expect this to be difficult to realize. Same applies also the {{TimeWindowedDeserializer(final Deserializer<T> inner)}} constructor.

A further minor suggestion in this context: As now most Kafka Streams time declarations use {{Duration}} s instead of long-encoded milliseconds, I suggest to allow specifying window sizes with a {{Duration}}.",ATD,viomod
650,KAFKA-8847,"Deprecate and remove usage of supporting classes in kafka.security.auth - Deprecate Acl, Resource etc. from `kafka.security.auth` and replace references to these with the equivalent Java classes.",ATD,viomod
651,KAFKA-5974,"Removed unused parameter ProcessorContext - The method {{ProcessorContext#register}} has parameter {{loggingEnabled}} that is unused. We should remove it eventually. However, this is a breaking change of a public API so we need a KIP and a proper upgrade path.",ATD,viomod
652,CASSANDRA-20102,"Support simple length functions for blob and string - A common question from users is how to query for the length of {{blob}} and {{text}} columns, and the answer is often for users to enable UDFs and then write their own ([1|https://stackoverflow.com/questions/49674114/cassandra-query-string-length], [2|https://stackoverflow.com/questions/58401750/how-can-i-get-size-of-blob-column-of-cassandra-using-user-defined-functions], ...). I think it would make sense for Cassandra to support a subset of the SQL99 [binary length functions|https://sql-99.readthedocs.io/en/latest/chapters/05.html#octet-length-expression] and a UTF8 codepoint aware {{length}} function similar to PostgreSQL's [{{length}}|https://www.postgresql.org/docs/9.1/functions-string.html] function.    Specifically I propose two new system functions:  # {{octet_length}} - Defined on all types and returns the number of underlying bytes in the bytebuffer representation of the column. Does _not_ account for storage overhead (e.g. does not account for metadata)  # {{length}} - Defined on UTF8 strings, and returns the number of UTF8 codepoints in the string, equivalent to Java's [{{String.length}}|https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/lang/String.html#length()] function.    Patch coming shortly. Particularly interested in feedback if we A) think these functions are reasonable to have inside Cassandra, and B) like the names of the functions to align with SQL or if we want to go nonstandard and do like {{blength}} instead of octet length.     An example of the difference between octet length and string length    {code}  // A table with text key and blob value  cqlsh> select key, value from test.test;     key   | value  -------+--------   hello | 0x12af    cqlsh> select length(key), octet_length(value) from test.test;     system.length(key) | system.octet_length(value)  --------------------+---------------------------                    5 |                         2    cqlsh> INSERT INTO test.test (key, value) VALUES ('???????', 0x12AF);  cqlsh> select length(key), octet_length(key), octet_length(value) from test.test where key = '???????';     system.length(key) | system.octet_length(key) | system.octet_length(value)  --------------------+-------------------------+---------------------------                    7 |                      21 |                         2  {code}",ATD,viomod
653,CAMEL-21530,"camel-jbang - Remove deps on runtime and cluster-type where no longer needed - Now, that every runtime and cluster-type uses JKube to generate the k8s resources. It is no longer needed to switch behaviour depending on runtime or cluster-type. Some API methods still carry those parameters.",ATD,viomod
654,CAMEL-21448,"camel-etcd3: deprecate component etcd3 - This component seems largely unmaintained and suffering from problems with testing (CAMEL-21439). As all the tests are disabled and apparently there's no interest on it, we should deprecate it.",ATD,viomod
655,CAMEL-10444,"Return header with key CamelMongoDbRecordsAffected from update and remove operations - Since release 2.18 MongoDB component does not return a header with key CamelMongoDbRecordsAffected (MongoDbConstants.RECORDS_AFFECTED constant) after completing operations update and delete. This is a breaking change but can easily be patched in MongoDbProducer class.
It's probably more a bug report rather than feature request depending on if the change was by design.",ATD,viomod
656,CAMEL-21331,"camel-jbang - Kubernetes run/export - Remove trait-profile option - The {{--trait-profile}} command parameter is used to select some default values for the kubernetes manifest.

It contains some issues:
 * you can only define one value (kubernetes/openshift/knative), that means you can't declare an openshift platform with knative installed
 * its redundant with cluster-type, who allows for kubernetes/openshift/kind/minikube

It needs to be removed as a command parameter and the code using it adapted (especially knative code).

Â",ATD,viomod
657,CAMEL-21272,"Move jbang camel-k plugin to camel-k git repo - The new camel kubernetes plugin has superceded the older camel-k jbang plugin.

This should be moved over to the camel-k project for maintenance or the plugin should be removed.",ATD,viomod
658,CAMEL-21249,Camel-Kamelets: Move Kamelets utils in Camel Kamelets component - ,ATD,viomod
659,CAMEL-21205,"Remove Groovy DSL - it was experimental butnot marked as deprecated,, maybe need to state it as experimental for 4.9 and remove in 4.10 only?


Note: take care to remove only the DSL part, not the language expression part.",ATD,viomod
660,CAMEL-21152,"Camel-Jbang Kubernetes Plugin: remove dependency to camel k - The Camel Jbang kubernetes plugin use the maven org.apache.camel.k:camel-k-crds for the traits.

It does not make sense to have Camel K dependency in the Kubernetes plugin. We need to remove this dependency

https://github.com/apache/camel/blob/9214670e640d7b3df39be2aa2d4f48ede2ce8ee4/dsl/camel-jbang/camel-jbang-plugin-kubernetes/pom.xml#L64-L70",ATD,viomod
661,CAMEL-21127,"Migrate from Deprecated o.a.maven.plugins.annotations.Component - it is used in several places https://github.com/search?q=repo%3Aapache%2Fcamel%20%22import%20org.apache.maven.plugins.annotations.Component%22&type=code

it was deprecated in org.apache.maven.plugins:maven-plugin-plugin 3.15.0 , see [MPLUGIN-530]",ATD,viomod
662,CAMEL-21069,"Review code: remove outdated items - We have multiple components referencing outdated stuff: 

* Blueprint
* OSGI
* Old Java versions

Details such as these should be removed from the code
.",ATD,viomod
663,CAMEL-21067,"camel-univocity: deprecate due to unmaintained library - The project univocity-parsers is now deprecated an unmaintained. It should be marked as deprecated and removed in the future.

https://github.com/uniVocity/univocity-parsers/issues/534",ATD,viomod
664,CAMEL-17447,"build: review and remove unused dependencies in core - The report from the maven-dependency-plugin lists several unused dependencies in several of our modules. We need to review and remove the unused ones.

Modules with reportedly unused dependencies in core (see the core-modules-report.zip attachment for details):
 * core/camel-cloud
 * core/camel-support
 * core/camel-core-languages
 * core/camel-support
 * core/camel-core-catalog
 * core/camel-main
 * core/camel-xml-io-util
 * core/camel-core-xml
 * core/camel-xml-jaxp
 * core/camel-util
 * core/camel-health
 * core/camel-management-api
 * core/camel-management
 * core/camel-core-engine
 * core/camel-core
 * core/camel-xml-jaxb
 * core/camel-xml-io

Â",ATD,viomod
